,AKA Name,Facility Type,Risk,Address,Zip,Year,Inspection Type,Results,Violations,Latitude,Longitude
3091,RICOBENE'S ON 26TH STREET,Restaurant,Risk 1 (High),252 W 26TH ST ,60616.0,2022,Complaint,Pass,"47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: ALL CUTTING SURFACES MUST BE KEPT CLEAN AND FREE FROM DISCOLORATION. CHANGE CUTTING BOARDS OFTEN  CORRECT AND MAINTAIN.  | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: FLOORS IN BASEMENT AREA WHERE BAG IN BOX IS LOCATED IN NEED OF CLEANING TO REMOVE ALL SPILT SYRUP. FLOORS IN MAIN PREP AREA IN NEED OF CLEANING TO REMOVE ALL FOOD SPILLS AND GREASE BUILD UP. INSTRUCTED TO CLEAN AND MAINTAIN.  | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: LIGHTS IN BASEMENT IN NEED OF PROPER SHEILDS WHERE BROKEN OR MISSING. INSTRUCTED TO CORRECT AND MAINTAIN.  | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: HOOD VENTILATION FILTERS IN NEED OF CLEANING TO REMOVE ALL GREASE BUILD UP. INSTRUCTED TO CLEAN AND MAINTAIN. ",41.8456065,-87.63388561
3094,SARPINO'S PIZZERIA,Restaurant,Risk 1 (High),1149 W DIVERSEY PKWY ,60614.0,2022,Canvass,Fail,"10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: NO HOT WATER IN THE STAFF  WASHROOM. HOT WATER TEMPERATURE WAS FOUND AT 77.9F TO 80.4F.   WATER MUST PROVIDE HOT WATER WITH A MINIMUM TEMPERATURE OF 100F AT SAID WASHBOWLS. ADEQUATE HOT WATER IS FOUND AT ALL OTHER SINKS.  PRIORITY VIOLATION 7-38-030(C),CITATION ISSUED | 41. WIPING CLOTHS: PROPERLY USED & STORED - Comments:  MUST STORE WIPING CLOTHS IN PREP AREAS IN SANITIZER BUCKET BETWEEN USES TO PREVENT CROSS CONTAMINATION. INSTRUCTED TO MAINTAIN. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: BLACK SLIME SUBSTANCE INSIDE THE ONE COMPARTMENT PREP SINK AND AROUND THE BASE OF NECK FAUCET AT HANDWASH SINK IN PREP AREA,CLEAN AND MAINTAIN | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments:  THE FAUCET AT HANDWASHING IN POOR REPAIR,LEAKING.REPAIR ISSUE. | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments:  DOOR AT STAFF WASHROOM NOT SELF CLOSING,INSTRUCTED TO PROVIDE A SELF CLOSING DEVICE. REPAIR ISSUE.",41.93246181,-87.65783275
3095,BASEHIT BBQ,Restaurant,Risk 1 (High),6606 W NORTH AVE ,60707.0,2022,Complaint Re-Inspection,Fail,56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: FOUND HEAVY DUST BUILD UP ON THE RESTROOM VENTILATION FAN COVER AND ON THE CEILING VENTS IN THE FRONT SEATING AREA. MUST CLEAN AND MAINTAIN. | 58. ALLERGEN TRAINING AS REQUIRED - Comments: OBSERVED NO PROOF OF ALLERGEN TRAINING ON SITE. MUST PROVIDE PROOF OF ALLERGEN TRAINING FOR ALL CHICAGO CERTIFIED FOOD MANAGERS. | 60. PREVIOUS CORE VIOLATION CORRECTED - Comments: PREVIOUS CORE VIOLATION FROM 11/3/2020 REPORT #2454186 NOT CORRECTED: VIOLATION #39 (3-307.11) MUST INSTALL SPLASH GUARD ON HAND WASHING SINK TO PREVENT CONTAMINATION (TO ITEMS INSIDE 1 COMPARTMENT SINK). MUST CORRECT PREVIOUS CORE VIOLATIONS. PRIORITY FOUNDATION 7-42-090.,41.90919556,-87.79033774
3096,STARBUCK'S,Restaurant,Risk 1 (High),3108 S HALSTED ST ,60608.0,2022,Canvass Re-Inspection,Pass,58. ALLERGEN TRAINING AS REQUIRED - Comments: 2-102.13 OBSERVED THE CITY OF CHICAGO FOOD SERVICE SANITATION MANAGER WITHOUT PROOF OF ALLERGEN TRAINING. INSTRUCTED TO PROVIDE.,41.83773646,-87.64641676
3097,SMOOTHIE KING,Restaurant,Risk 2 (Medium),159 N WABASH AVE ,60601.0,2022,License,Pass,,41.8847818,-87.62610787
3098,LA MIXTECA POBLANA 2 LLC,Restaurant,Risk 1 (High),3046-3050 W 63RD ST ,60629.0,2022,Canvass Re-Inspection,Fail,"1. PERSON IN CHARGE PRESENT, DEMONSTRATES KNOWLEDGE, AND PERFORMS DUTIES - Comments: OBSERVED NO PERSON IN CHARGE WITH VALID CHICAGO FOOD SANITATION CERTIFICATE. INSTRUCTED MANAGER TO DESIGNATE PERSON IN CHARGE. PRIORITY FOUNDATION | 2. CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE - Comments: OBSERVED NO CHICAGO FOOD SANITATION MANAGER ON SITE WHEN BEEF 133.1F PREPARED. A CERTIFIED MANAGER MUST BE ON SITE AT ALL TIMES TCS FOOD PREPARED. PRIORITY FOUNDATION 7-38-012 CITATION ISSUED | 5. PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS - Comments: OBSERVED NO PROCEDURES OR SUPPLIES FOR RESPONDING TO VOMITNING AND DIARRHEAL EVENTS. INSTRUCTED MANAGER TO PROVIDE. PRIORITY FOUNDATION 7-38-005 CITATION ISSUED | 10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED NO HOT WATER(37F) AT HAND WASHING SINK IN REAR PREP AREA. INSTRUCTED MANAGER TO PROVIDE AT LEAST 100F AT HAND WASHING SINKS. PRIORITY 7-38-030(C) CITATION ISSUED | 25. CONSUMER ADVISORY PROVIDED FOR RAW/UNDERCOOKED FOOD - Comments: OBSERVED NO CONSUMER ADVISORY DISCLOSURE AND REMINDER ON MENU. INSTRUCTED MANAGER TO PROVIDE. PRIORITY FOUNDATION 7-38-005 CITATION ISSUED. | 37. FOOD PROPERLY LABELED; ORIGINAL CONTAINER - Comments: OBSERVED BULK CONTAINERS NOT LABELED IN REAR PREP AREA, INSTRUCTED MANAGER TO LABEL ALL BULK CONTAINERS WITH COMMON NAME OF FOOD. | 38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: OBSERVED 1/2 GAP ON BOTTOM OF REAR DOUBLE DOORS, 1/4' GAP ON BOTTOM RIGHT CORNER OF REAR DOOR NEAR WASHROOMS. INSTRUCTED MANAGER TO SEAL ALL OUTER OPENINGS ON DOOR TO PREVENT PEST ENTRY. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED NO STOPPERS FOR FRONT 3-COMPARTMENT SINK. INSTRUCTED MANAGER TO PROVIDE ADEQUATE STOPPERS AND MAINTAIN. | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: OBSERVED DEBRIS ON INTERIOR AND EXTERIOR SURFACES OF UNUSED EQUIPMENT, PREP TABLES, SHELVING UNITS, BEVERAGE MACHINES. INSTRUCTED MANAGER TO CLEAN AND MAINTAIN. | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: OBSERVED NO BACK FLOW DEVICE ON ICE MACHINE. INSTRUCTED MANAGER TO PROVIDE. | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: OBSERVED LEAKING FAUCET ON REAR 3-COMPARTMENT SINK AND DAMAGED FAUCET ON WASHBOWL IN MEN WASHROOM. INSTRUCTED MANAGER TO REPAIR. | 52. SEWAGE & WASTE WATER PROPERLY DISPOSED - Comments: OBSERVED ICE MACHINE WASTE LINE DRAINING INSIDE REAR HAND WASHING SINK. INSTRUCTED MANAGER TO REMOVE AND PROPERLY CONNECT TO FLOOR DRAIN. | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: OBSERVED NO COVERED WASTE RECEPTACLE IN WOMEN WASHROOM. INSTRUCTED MANAGER TO PROVIDE. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED DAMAGED FLOOR TILES IN REAR PREP AREA, OPENING IN CEILING ABOVE UTENSIL STORAGE SHELVING, WATER SEEPAGE ALONG WALLS IN BASEMENT. INSTRUCTED MANAGER TO REPAIR AND MAINTAIN. | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: OBSERVED FILTERS AND LIGHT SHIELDS IN NEED OF CLEANING INSIDE REAR VENTILATION HOOD. INSTRUCTED MANAGER TO CLEAN AND MAINTAIN. | 57. ALL FOOD EMPLOYEES HAVE FOOD HANDLER TRAINING - Comments: OBSERVED NO FOOD HANDLER TRAINING AVAILABLE. ALL FOOD HANDLERS MUST HAVE FOOD HANDLER TRAINING. | 58. ALLERGEN TRAINING AS REQUIRED - Comments: OBSERVED NO ALLERGEN TRAINING AVAILABLE. ALL CERTIFIED MANAGERS MUST HAVE ALLERGEN TRAINING.",41.77912714,-87.70013839
3099,VALLE LINDO COFFEE SHOP,Restaurant,Risk 1 (High),2637 N CENTRAL AVE ,60639.0,2022,License Re-Inspection,Pass,,41.92876724,-87.76600711
3100,THE BREWED,Restaurant,Risk 2 (Medium),2843 N MILWAUKEE AVE ,60618.0,2022,License Re-Inspection,Pass,"47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: 4-401-11--OBSERVED HAND SINK INSTALLED ABOVE THE WAREWASHING MACHINE.MUST RELOCATE HAND SINK OR REMOVE WAREWASHING MACHINE. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: 6-201.16-- INSTRUCTED TO SEAL NOTICEABLE OPENINGS ALONG FOUNDATION AND WALLS THROUGHOUT THE BASEMENT STORAGE AREAS AND HOT WATER TANK LOCATION.",41.93293575,-87.71351285
3101,KAI ZAN,Restaurant,Risk 1 (High),2557 W CHICAGO AVE ,60622.0,2022,Canvass,Pass,,41.89559157,-87.69163314
3102,KUSANYA CAFE,Restaurant,Risk 1 (High),823-825 W 69th ST ,60621.0,2022,Canvass,Pass,"40. PERSONAL CLEANLINESS - Comments: 2-402.11 OBSERVED FOOD HANDLERS WITHOUT HAIR NETS/RESTRAINTS. INSTRUCTED TO PROVIDE. | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: 5-204.12 UNABLE TO LOCATE THE BACK FLOW PREVENTION DEVICE ON THE ICE MACHINE LOCATED IN THE FOOD PREP AREA. INSTRUCTED TO LOCATE OR PROVIDE. | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: 5-501.17 OBSERVED NO COVERED RECEPTACLE INSIDE ONE OF TWO TOILET ROOMS. INSTRUCTED TO PROVIDE.",41.76871291,-87.6454934
3103,THE GREAT STEAK & POTATO COMPANY,Restaurant,Risk 1 (High),500 W MADISON ST ,60661.0,2022,Canvass,Pass,,41.88199434,-87.63975868
3104,CHICAGO' S DOG HOUSE,Restaurant,Risk 1 (High),816 W FULLERTON AVE ,60614.0,2022,Canvass,Pass,"10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments:  PAPER DISPENSER  MUST BE RELOCATED  CLOSER AT  HANDWASHING SINK IN PREP AREA | 40. PERSONAL CLEANLINESS - Comments: HAIR RESTRAINT IS REQUIRED IN PREP AREA FROM ANYONE ENTERING PREP AREA | 41. WIPING CLOTHS: PROPERLY USED & STORED - Comments:  MUST STORE WIPING CLOTHS IN PREP AREAS IN SANITIZER BUCKET BETWEEN USES TO PREVENT CROSS CONTAMINATION. INSTRUCTED TO MAINTAIN. | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments:  ENCRUSTED FOOD ON POTATO PEELER UNIT AT PREP TABLE IN THE KITCHEN.CLEAN SANITIZE AND MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: DEBRIS ON FLOOR AT REAR STORAGE AREA, CLEAN AND MAINTAIN",41.92555423,-87.64943871
3105,MARISCOS EL OCEANO,Restaurant,Risk 1 (High),5960 S ARCHER AVE ,60638.0,2022,Canvass Re-Inspection,Fail,"10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: 6-301.14: MISSING HANDWASH SIGNAGE FOR ALL HANDWASH SINKS. INSTD TO PROVIDE SIGNAGE AND MAINTAIN | 28. TOXIC SUBSTANCES PROPERLY IDENTIFIED, STORED, & USED - Comments: 7-209.11: EMPLOYEE PERSONAL BELONGINGS IMPROPERLY STORED. INSTD TO STORE IN DESIGNATED AREA AND MAINTAIN | 39. CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY - Comments: 3-307.11: MISSING SPLASHGUARD INBETWEEN HANDWASH SINK AND 3-COMPARTMENT SINK. INSTD TO PROVIDE AND MAINTAIN | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: 4-501.12: CUTTING BOARDS ON PREP COOLERS HEAVILY STAINED WITH DEEP, DARK GROOVES. INSTD TO CLEAN OR REPAIR AND MAINTAIN CUTTING BOARDS AT ALL TIMES | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: 5-205.15: HANDWASH SINK IN PREP AREA SLOW DRAINING. INSTD TO REPAIR AND MAINTAIN | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: 5-205.15: NO HOT RUNNING WATER FOR SERVICE SINK. INSTD TO PROVIDE BOTH HOT AND COLD RUNNING WATER UNDER CITY PRESSURE | 59. PREVIOUS PRIORITY FOUNDATION VIOLATION CORRECTED - Comments: PREVIOUS PRIORITY FOUNDATION NOT CORRECTED FROM 3/17/22 REPORT 2553113 25 3-603.11:  (A) If an animal FOOD such as beef, EGGS, FISH, lamb, milk, pork, POULTRY, or shellfish is served or sold raw, undercooked, or without otherwise being processed to eliminate pathogens, either in READY-TO-EAT form or as an ingredient in another READY-TO-EAT FOOD, the LICENSE HOLDER shall inform CONSUMERS of the significantly increased RISK of consuming such FOODS by way of a DISCLOSURE and REMINDER, as specified in ï¿½ï¿½ (B) and (C) of this section using brochures, deli case or menu advisories, label statements, table tents, placards, or other effective written means. - (B) DISCLOSURE shall include: (1) description of the animal-derived FOODS, such as ï¿½oysters on the half shell (raw oysters),ï¿½ ï¿½raw-EGG Caesar salad,ï¿½ and ï¿½hamburgers (can be cooked to order)ï¿½;  or (2) Identification of the animal-derived FOODS by asterisking them to a footnote that states that the items are served raw or undercooked, or contain (or may contain) raw or undercooked ingredients. - (C) REMINDER shall include asterisking the animal-derived FOODS requiring DISCLOSURE to a footnote that states: (1) Regarding the safety of these items, written information is available upon request; (2) Consuming raw or undercooked MEATS, POULTRY, seafood, shellfish, or EGGS may increase your RISK of foodborne illness; or (3) Consuming raw or undercooked MEATS, POULTRY, seafood, shellfish, or EGGS may increase your RISK of foodborne illness, especially if you have certain medical conditions. MISSING CONSUMER ADVISORY DISCLOSURE ON THE MENU. INSTRUCTED TO DISCLOSE WHICH FOODS (EX, OYSTERS, CEVICHE, SHRIMP) CAN BE ORDERED RAW/UNDERCOOKED AND LINK THOSE FOODS WITH AN ASTERISK (*) TO THE REMINDER STATEMENT SUCH AS 'Consuming raw or undercooked MEATS, POULTRY, SEAFOOD, SHELLFISH, or EGGS may increase your RISK of foodborne illness, especially if you have certain medical conditions' CITATION ISSUED PRIORITY VIOLATION 7-42-090",41.79541424,-87.76506224
3106,3 SAUCES,Restaurant,Risk 1 (High),2002 S WENTWORTH AVE ,60616.0,2022,License Re-Inspection,Pass,,41.8552817,-87.63199264
3107,JIBEK JOLU CENTRAL ASIAN CUISINE,Restaurant,Risk 1 (High),5047 N LINCOLN AVE ,60625.0,2022,Canvass,Fail,"1. PERSON IN CHARGE PRESENT, DEMONSTRATES KNOWLEDGE, AND PERFORMS DUTIES - Comments: PERSON IN CHARGE DOES NOT HAVE A CITY OF CHICAGO SANITATION CERTIFICATE. PRIORITY FOUNDATION VIOLATION.         | 2. CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE - Comments: FOUND NO CERTIFIED FOOD MANAGER ON SITE WHILE TCS FOODS (CHICKEN, BEEF, SOUPS, SALADS ETC) ARE BEING PREPARED AND SERVED. INSTRUCTED PERSON IN CHARGE, A CERTIFIED FOOD MANAGER WITH CITY OF CHICAGO FOODSERVICE SANITATION CERTIFICATE MUST BE PRESENT AT ALL TIMES WHEN HANDLING TCS FOODS. PRIORITY FOUNDATION VIOLATION 7-38-012     CITATION ISSUED | 5. PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS - Comments: FOUND NO PROCEDURE/PLAN FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS. INSTRUCTED TO PROVIDE AND MAINTAIN REQUIRED PROCEDURE/PLAN AND APPROPRIATE SUPPLIES OR KIT. (NECESSARY ITEMS AT A MINIMUM: GLOVES,  FACE MASKS,  DISPOSABLE MOPS AND APPROPRIATE SANITIZER/SPRAY  THAT KILLS NOROVIRUS)   PRIORITY FOUNDATION VIOLATION 7-38-005   | 10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: INSTRUCTED TO PROVIDE HANDWASHING SIGNAGE AT HANDSINK IN PREP AREA AND IN WASHROOM. | 37. FOOD PROPERLY LABELED; ORIGINAL CONTAINER - Comments: INSTRUCTED TO LABEL FOOD STORAGE CONTAINERS IDENTIFIED WITH COMMON NAME (FLOUR, RICE, LENTIL ETC). | 38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: INSTRUCTED TO RODENT PROOF BOTTOM OF FRONT ENTRANCE/EXIT DOOR. | 39. CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY - Comments: INSTRUCTED TO STORE FOOD AND NON FOOD ITEMS 6' OFF THE FLOOR FOR EASY ACCESS ON CLEANING IN REAR STORAGE ROOM. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: INSTRUCTED TO REPLACE BROKEN RUBBER GASKET AROUND 2 DOOR REACH-IN COOLER (NEXT TO WALK-IN COOLER). | 48. WAREWASHING FACILITIES: INSTALLED, MAINTAINED & USED; TEST STRIPS - Comments: FOUND NO CHLORINE SANITIZING TEST STRIPS  AVAILABLE FOR DETERMINING SANITIZING CONCENTRATION AT LOW TEMPERATURE DISHMACHINE.  PRIORITY FOUNDATION VIOLATION 7-38-005      CITATION ISSUED | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: INSTRUCTED TO DETAIL CLEAN AND MAINTAIN FLOORS ALONG THE WALLS AND IN ALL CORNERS THROUGHOUT PREP AND DISHWASHING AREA INCLUDING FLOORS INSIDE REAR STORAGE AREA. | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: INSTRUCTED TO REPLACE NON WORKING LIGHTBULB INSIDE 2 DOOR REACH-IN COOLER (NEXT TO WALK-IN COOLER) | 57. ALL FOOD EMPLOYEES HAVE FOOD HANDLER TRAINING - Comments: FOOD HANDLERS  WITH NO PROOF OF FOOD HANDLER TRAINING CERTIFICATE.  INSTRUCTED TO PROVIDE CERTIFICATE FOR EACH EMPLOYEE.",41.9731385,-87.69131446
3111,TACO BELL,Restaurant,Risk 1 (High),4614 S DAMEN AVE ,60609.0,2022,Complaint,Pass,"49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: OBSERVED BUILD UP OF DEBRIS ON WALK IN COOLER AND WALK IN FREEZER FAN. INSTRUCTED MANAGER TO CLEAN AND MAINTAIN. OBSERVED BUILD UP OF ICE ON FREEZER FLOOR, CEILING AND FAN UNIT.INSTRUCTED MANAGER TO CLEAN, DE ICE, AND MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED BUILD UP OF ICE ON FREEZER FLOOR. OBSERVED DEBRIS UNDER POP CADDY BY DRIVE THRU WINDOW AND POP CADDY IN REAR STORAGE AREA. INSTRUCTED MANAGER TO CLEAN AND MAINTAIN. ",41.80983789,-87.6751212
3112,JETS'S PIZZA,Restaurant,Risk 2 (Medium),7070 N CLARK ST ,60626.0,2022,License,Pass,36. THERMOMETERS PROVIDED & ACCURATE - Comments: MUST PROVIDE INTERNAL THERMOMETERS FOR ALL THE FRONT PREP COOLERS. | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: NOTED LOW WATER PRESSURE FOR HOT AND COLD RUNNING WATER AT BOTH HAND WASHING SINKS. INSTRUCTED TO INCREASE THE FLOW OF WATER. | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: INOPERABLE VENTILATION IN THE WOMEN'S WASHROOM. MUST REPAIR.,42.01105072,-87.67452597
3115,ECUADOR RESTAURANT,Restaurant,Risk 1 (High),2923 W DIVERSEY AVE ,60647.0,2022,Canvass,Pass,57. ALL FOOD EMPLOYEES HAVE FOOD HANDLER TRAINING - Comments: OBSERVED MOST FOOD HANDLING EMPLOYEES WITH AN EXPIRED FOOD HANDLER CERTIFICATE.  MANAGEMENT INSTRUCTED TO SHOW VALID PROOF OF TRAINING FOR ALL FOOD HANDLING EMPLOYEES.,41.93196326,-87.70099958
3116,VITO & NICKS,Restaurant,Risk 1 (High),8433-8435 S PULASKI RD ,60652.0,2022,Complaint Re-Inspection,Pass,"55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: 6-201.11: BROKEN AND MISSING FLOOR TILES IN PREP AREA AND REAR STORAGE AREA. INSTD TO REPAIR FLOOR AND MAINTAIN",41.73932941,-87.72143966
3117,IHOP,Restaurant,Risk 1 (High),7549 S CICERO AVE ,60652.0,2022,Short Form Complaint,Pass,,41.75518158,-87.7414039
3119,SUSHI WORLD,Restaurant,Risk 1 (High),6251 N MCCORMICK RD ,60659.0,2022,Canvass,Pass,"36. THERMOMETERS PROVIDED & ACCURATE - Comments: INSTRUCTED TO PROVIDE THERMOMETER VISIBLE INSIDE COOLERS | 37. FOOD PROPERLY LABELED; ORIGINAL CONTAINER - Comments: INSTRUCTED TO PROVIDE LABEL FOR FOOD STORAGE CONTAINERS IDENTIFIED WITH COMMON NAME (SALT, SUGAR, FLOUR ETC) | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: INSTRUCTED TO DETAIL CLEAN AND MAINTAIN INTERIOR SURFACES OF FLOOR DRAINS IN REAR PREP/COOKING AREA. | 57. ALL FOOD EMPLOYEES HAVE FOOD HANDLER TRAINING - Comments: FOOD HANDLERS WITH NO PROOF OF FOOD HANDLER TRAINING CERTIFICATE.  INSTRUCTED TO PROVIDE CERTIFICATE FOR EACH EMPLOYEE.  | 58. ALLERGEN TRAINING AS REQUIRED - Comments: FOUND EXPIRED ALLERGEN TRAINING CERTIFICATE AVAILABLE . INSTRUCTED ANY PERSON WITH CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE TO COMPLY WITH CURRENT ALLERGEN TRAINING CERTIFICATION.",41.99547888,-87.71287527
3122,ALHAMBRA PALACE RESTAURANT,Restaurant,Risk 1 (High),1240 W RANDOLPH ST ,60607.0,2022,Canvass Re-Inspection,Pass,"49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: 4-602.13-MUST CLEAN HEAVY GREASE BUILD UP INSIDE OF COOKING FRYERS IN KITCHEN. | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: 5-501.17-MUST PROVIDE LID ON TRASH CAN IN ALL WOMEN'S BATHROOMS | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: 6-304.11-OBSERVED MECHANICAL VENTILATION NOT WORKING IN ALL BATHROOMS ON FIRST AND SECOND FLOOR. MUST PROVIDE ADEQUATE VENTILATION.",41.8843278,-87.65845724
3124,LACOCO'S PIZZA & WINGS,Restaurant,Risk 1 (High),3344-3352 W 47TH ST ,60632.0,2022,Complaint,Pass,"47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: Inspector Comments: Violation Codes: 4-501.11 Inspector Comments: MUST REMOVE RUST FROM LOWER SHELVES OF PREP TABLES, WALK IN COOLER SHELVING UNITS . | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: Inspector Comments: Violation Codes: 4-601.11(C) Inspector Comments: MUST CLEAN GREASE AND FOOD DEBRIS BUILD UP ON INTERIOR AND EXTERIOR OF ALL COOKING EQUIPMENT(WHEEL BASES),PREP TABLES,DOUGH FOOD STORAGE BINS,WALK IN COOLERS-FAN GUARD COVERS, SHELVING UNITS,ROLLING CARTS. | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: MUST REPAIR OR REPLACE LEAKY PIPE AT 1ST FL. 3- COMPARTMENT SINK IN REAR DISH WASHING AREA. | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: Inspector Comments: Violation Codes: 5-204.12 Inspector Comments: OBSERVED NO BACK FLOW DEVICE ON ICE MACHINE TO BE SEEN FOR SERVICING.MUST PROVIDE AND MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: Inspector Comments: Violation Codes: 6-501.13 Inspector Comments: MUST CLEAN DEBRIS AND GREASE BUILD UP FROM FLOOR UNDER,AROUND,ALONG WALL BASES OF COOKING EQUIPMENT,WALK IN COOLERS AND FREEZER. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: MUST CLEAN FOOD SPLATTER FROM CEILING IN BASEMENT PREP AREA. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: MUST REPAIR OR REPLACE MISSING WALL TRIM NEAR DOUGH MACHINE IN 1ST FL. PIZZA PREP AREA,OPENING IN UPPER WALL NEAR BASEMENT WALK IN COOLER OVER FOOD SHELVING UNIT. | 58. ALLERGEN TRAINING AS REQUIRED - Comments: Inspector Comments: Violation Codes: 2-102.13 Inspector Comments: OBSERVED NO FOOD ALLERGEN TRAINING FOR ALL FOOD MANAGERS.MUST PROVIDE AND MAINTAIN.",41.80817609,-87.7082516
